Site;Substrate;Habitat;Station;Latitude;Longitude;Order;Family;Genus;Species;SR;MaxN;LengthType;Length;lwa;lwb;commentLWab;Biomassg;Size_max;Size_max_type;Diets;TrophicG;Size_Class_PNAS;Home_Range;Activity;Schooling;Level_water;Depth
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;56.9887;0.021992;2.9532;Base_Traits_De_Vie;3368.68237101859;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Serranidae;Variola;Variola_albimarginata;1;1;FL;36.4269;0.00974;3.15;Fishbase;807.30739269679;65;TL;FC;Piscivore;S5;Mob;Day;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00206;-21.41935;164.95448;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_kusakarii;1;16;FL;39.5895055555556;0.0106;3.135;Fishbase;17291.7676669916;60;SL;FC;Carnivore;S5;VMob;Both;SmallG;Low;150
PoyaNepoui;Slope;DeepSlope;SM00206;-21.41935;164.95448;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;12;FL;26.8899769230769;0.033775;2.82325;Fishbase;4404.20761880532;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;150
PoyaNepoui;Slope;DeepSlope;SM00206;-21.41935;164.95448;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;2;FL;37.63525;0.0269;2.87633333333333;Fishbase;1831.12559822871;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;150
PoyaNepoui;Slope;DeepSlope;SM00206;-21.41935;164.95448;Spariformes;Lethrinidae;Wattsia;Wattsia_mossambica;1;1;FL;31.4263;0.0401;2.824;Fishbase;678.422927093164;55;Tl;FC;Carnivore;S5;VMob;Both;Sol;Low;150
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;41.755;0.017515;2.908;Fishbase;904.545515425839;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Perciformes;Serranidae;Epinephelus;Epinephelus_areolatus;1;1;FL;32.7571645139045;0.0538733333333333;2.78637333333333;Fishbase;898.634150645482;47;TL;FC;Piscivore;S4;Mob;Both;Sol;Bottom;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Perciformes;Serranidae;Epinephelus;Epinephelus_chlorostigma;1;1;FL;46.22345;0.0164;3.04;Fishbase_Length_Converted;1888.10183044439;75;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;2;FL;33.4550333333333;0.0220275;2.829235;Fishbase;905.84719524404;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_kusakarii;1;8;FL;38.1590666666667;0.0106;3.135;Fishbase;7703.79608767796;60;SL;FC;Carnivore;S5;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Perciformes;Priacanthidae;Priacanthus;Priacanthus_macracanthus;1;2;FL;18.1504;0.02895;2.957;Fishbase_Length_Converted;305.636388018388;30;SL;IM;Carnivore;S3;VMob;Night;MedG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;6;FL;36.93994;0.033775;2.82325;Fishbase;5397.34543693374;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;2;FL;35.2671;0.0269;2.87633333333333;Fishbase;1518.91497722678;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;56.6255768337359;0.021992;2.9532;Base_Traits_De_Vie;3305.68641239011;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;130
PoyaNepoui;Slope;DeepSlope;SM00207;-21.41173;164.94846;Spariformes;Lethrinidae;Wattsia;Wattsia_mossambica;1;1;FL;35.7459;0.0401;2.824;Fishbase;976.012238206087;55;Tl;FC;Carnivore;S5;VMob;Both;Sol;Low;130
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;87.8876;0.017515;2.908;Fishbase;7876.83262546148;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Perciformes;Labridae;Bodianus;Bodianus_izuensis;1;2;FL;10;0.0141833333333333;3.08825;Fishbase_mean_Genus;34.7582822369888;10;SL;IM;Carnivore;S2;Mob;Day;Sol;Bottom;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster_rivulata;1;1;FL;8.2079;0.03328;2.961;Fishbase_mean_Genus;16.9521363668482;18;TL;OM;Herbivore;S3;Sed;Day;Sol;Bottom;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Perciformes;Chaetodontidae;Chaetodon;Chaetodon_guentheri;1;1;FL;10.4219183371864;0.0364894117647059;2.95819647058824;Fishbase_mean_Genus;37.4503649878566;18;TL;IM;Carnivore;S3;Sed;Day;Pair;Bottom;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus_roseafascia;1;3;FL;9.43058857872163;0.0196274285714286;2.96734228571429;Fishbase_mean_Family;45.8960010158682;9.9;;PK;Planktonivore;S2;Sed;Day;MedG;Low;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;1;FL;41.7855;0.0220275;2.829235;Fishbase;849.625586092059;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;9;FL;31.6281083333333;0.033775;2.82325;Fishbase;5222.99462566332;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;60.1171;0.021992;2.9532;Base_Traits_De_Vie;3944.58833977747;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;110
PoyaNepoui;Slope;DeepSlope;SM00208;-21.40146;164.93391;Tetraodontiformes;Balistidae;Sufflamen;Sufflamen_fraenatum;1;1;FL;14.3273;0.02865;2.96583;Fishbase;76.9328027188899;38;TL;IM;Carnivore;S4;Sed;Day;Sol;Bottom;110
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;3;FL;40.7072;0.017515;2.908;Fishbase;2520.31796976687;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;37.7098;0.0171375;3.01049625;Fishbase;954.678215571672;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;2;FL;75.4645;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;25829.5374650874;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Perciformes;Serranidae;Epinephelus;Epinephelus_areolatus;1;3;FL;30.0398333333333;0.0538733333333333;2.78637333333333;Fishbase;2117.93225031641;47;TL;FC;Piscivore;S4;Mob;Both;Sol;Bottom;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Perciformes;Serranidae;Epinephelus;Epinephelus_chlorostigma;1;1;FL;23.1318;0.0164;3.04;Fishbase_Length_Converted;230.165650740225;75;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;19;FL;32.357115;0.033775;2.82325;Fishbase;11759.0212488522;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;3;FL;57.0246333333333;0.021992;2.9532;Base_Traits_De_Vie;10124.8771137177;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;130
PoyaNepoui;Slope;DeepSlope;SM00209;-21.40691;164.92453;Spariformes;Lethrinidae;Wattsia;Wattsia_mossambica;1;1;FL;35.8678108763244;0.0401;2.824;Fishbase;985.441683624267;55;Tl;FC;Carnivore;S5;VMob;Both;Sol;Low;130
PoyaNepoui;Slope;DeepSlope;SM00210;-21.39797;164.90591;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;115.2107;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;51414.2948914876;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;130
PoyaNepoui;Slope;DeepSlope;SM00210;-21.39797;164.90591;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_kusakarii;1;4;FL;38.8457698660179;0.0106;3.135;Fishbase;4073.41313415279;60;SL;FC;Carnivore;S5;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00210;-21.39797;164.90591;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;3;FL;33.5452333333333;0.0269;2.87633333333333;Fishbase;1972.86018502284;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00210;-21.39797;164.90591;Perciformes;Scombridae;Scomberomorus;Scomberomorus_commerson;1;1;FL;81.0591152288236;0.016173995;2.856130971;Base_Traits_De_Vie;4577.25820291306;240;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;130
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Tetraodontiformes;Balistidae;Abalistes;Abalistes_stellatus;1;1;FL;41.6635193434856;0.053735;2.72575;Fishbase_mean_Genus;1397.35592312591;60;TL;IM;Carnivore;S5;Sed;Day;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;70.7236;0.0171375;3.01049625;Fishbase;6339.48582762237;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Carangidae;Carangoides;Carangoides_orthogrammus;1;1;FL;33.6911;0.0184633333333333;2.99987333333333;Fishbase;705.768380483499;75;TL;FC;Piscivore;S5;VMob;Both;SmallG;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Carangidae;Caranx;Caranx_melampygus;1;1;FL;46.5816;0.023398166;2.917987056;Base_Traits_De_Vie;1725.87703008018;117;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;142.091939543713;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;101970.700067449;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;132.016537979544;0.0109;3.012;Fishbase;26592.493190824;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Carangidae;Decapterus;Decapterus_macarellus;1;698;FL;26.7174928571429;0.00783;3.14;Fishbase_Length_Converted;165103.275294962;46;TL;PK;Planktonivore;S4;VMob;Day;LargeG;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Serranidae;Epinephelus;Epinephelus_maculatus;1;2;FL;46.5398;0.01104;3.06197;Fishbase;2823.75941501327;60.5;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;3;FL;50.77615;0.022512539;3.000939294;Base_Traits_De_Vie;8874.15793606732;50.77615;FL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;2;FL;38.9893;0.0225225;2.9620175;Fishbase;2323.03001087336;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Acanthuridae;Naso;Naso_caesius;1;1;FL;47.0369;0.036345305;2.909944284;Base_Traits_De_Vie;2673.94043377851;47.0369;FL;PK;Planktonivore;S4;VMob;Day;MedG;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Myliobatiformes;Dasyatidae;Dasyatis;Neotrygon_kuhlii;1;1;FL;51.4663866624994;0.0092;3.3572;Fishbase;5125.25078462413;70;TL;IM;Carnivore;S5;Mob;Night;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Labridae;Oxycheilinus;Oxycheilinus_bimaculatus;1;3;FL;13.7928447390416;0.06785;2.31728;Fishbase;89.0365194523594;15;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Pinguipedidae;Parapercis;Parapercis_australis;1;2;FL;9.2;0.00813923076923077;3.17548615384615;Fishbase_mean_Genus;18.7114851264612;9.2;SL;IM;Carnivore;S2;Mob;Day;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;1;FL;55.4336;0.033775;2.82325;Fishbase;2829.45451143322;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;8;FL;46.15634;0.05398;2.787136;Fishbase;18782.8726369799;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;57.4377;0.021992;2.9532;Base_Traits_De_Vie;6895.33584566828;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Siganidae;Siganus;Siganus_argenteus;1;1;FL;37.595;0.0131;3.10073;Fishbase;1003.05423760001;40;TL;HD;Herbivore;S4;VMob;Day;LargeG;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Tetraodontiformes;Balistidae;Sufflamen;Sufflamen_fraenatum;1;1;FL;29.9861005751905;0.02865;2.96583;Fishbase;687.730444362623;38;TL;IM;Carnivore;S4;Sed;Day;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00301;-23.39125;168.06618;Perciformes;Serranidae;Variola;Variola_louti;1;1;FL;38.9753;0.013898;3.045626;Fishbase;972.52789649525;83;TL;FC;Piscivore;S5;Mob;Day;Sol;Bottom;58
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;2;FL;83.1919;0.0171375;3.01049625;Fishbase;20671.6071818602;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Labridae;Bodianus;Bodianus_bilunulatus;1;3;FL;40.2611666666667;0.06387;2.66596666666667;Fishbase_Length_Converted;3639.08079907145;55;TL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Carangidae;Caranx;Caranx_melampygus;1;1;FL;48.6704818050472;0.023398166;2.917987056;Base_Traits_De_Vie;1961.55789761148;117;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;141.761093595023;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;101197.471854681;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;131.643409894134;0.0109;3.012;Fishbase;26366.7533560939;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Serranidae;Epinephelus;Epinephelus_maculatus;1;3;FL;48.54675;0.01104;3.06197;Fishbase;4820.16779118942;60.5;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;9;FL;48.6662111111111;0.022512539;3.000939294;Base_Traits_De_Vie;23438.7473390841;48.6662111111111;FL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;3;FL;52.9213666666667;0.00657;3.27671;Fishbase;8760.43609060178;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;13;FL;40.3110923076923;0.0225225;2.9620175;Fishbase;16666.929884746;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Acanthuridae;Naso;Naso_caesius;1;1;FL;52.5358;0.036345305;2.909944284;Base_Traits_De_Vie;3688.73561738289;52.5358;FL;PK;Planktonivore;S4;VMob;Day;MedG;High;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Acanthuridae;Naso;Naso_tonganus;1;1;FL;51.146;0.02276625;3.0044525;Fishbase_mean_Genus;3099.80951823383;60;SL;HM;Herbivore;S5;Mob;Day;MedG;Bottom;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;6;FL;56.6863125;0.033775;2.82325;Fishbase;18082.3118529621;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;12;FL;46.2101153846154;0.05398;2.787136;Fishbase;28265.8921163717;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;1;FL;49.0283;0.04136;2.76375;Fishbase;1943.35870431712;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;56
Antigonia;Seamount;Summit50;SM00302;-23.39883;168.05016;Perciformes;Serranidae;Variola;Variola_louti;1;1;FL;52.0362;0.013898;3.045626;Fishbase;2345.18543415638;83;TL;FC;Piscivore;S5;Mob;Day;Sol;Bottom;56
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;3;FL;92.041825;0.0171375;3.01049625;Fishbase;42037.6922174241;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Labridae;Bodianus;Bodianus_bilunulatus;1;1;FL;35.5545;0.06387;2.66596666666667;Fishbase_Length_Converted;870.823535631033;55;TL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;2;FL;140.6755;0.0109;3.012;Fishbase;64400.6895583338;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Serranidae;Epinephelus;Epinephelus_maculatus;1;3;FL;46.0879;0.01104;3.06197;Fishbase;4110.9630117137;60.5;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Serranidae;Epinephelus;Epinephelus_rivulatus;1;2;FL;36.4175;0.01139;3.0862;Fishbase;1499.92325850188;39;TL;FC;Piscivore;S4;Mob;Both;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;4;FL;43.11735;0.0220275;2.829235;Fishbase;3713.98397532075;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Chaetodontidae;Heniochus;Heniochus_acuminatus;1;4;FL;20.89185;0.0247;3.1058;Fishbase;1242.62817810959;25;TL;IM;Carnivore;S3;Sed;Day;Pair;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;1;FL;51.4295;0.00657;3.27671;Fishbase;2658.96017097433;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;2;FL;40.45905;0.0225225;2.9620175;Fishbase;2592.12034890029;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Malacanthidae;Malacanthus;Malacanthus_brevirostris;1;1;FL;23.6687156171456;0.02545;2.642;Fishbase_mean_Genus;108.706952739816;32;TL;IM;Carnivore;S4;Sed;Day;Pair;Low;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Acanthuridae;Naso;Naso_brevirostris;1;1;FL;24.5047;0.010649453;3.242973288;Base_Traits_De_Vie;340.899185321432;60;FL;OM;Herbivore;S5;VMob;Day;LargeG;Low;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Acanthuridae;Naso;Naso_caesius;1;1;FL;43.0027;0.02276625;3.0044525;Fishbase_mean_Genus;1840.9916276247;45.6;SL;PK;Planktonivore;S4;VMob;Day;MedG;High;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Myliobatiformes;Dasyatidae;Dasyatis;Neotrygon_kuhlii;1;1;FL;49.911474745292;0.0092;3.3572;Fishbase;4623.66348092499;70;TL;IM;Carnivore;S5;Mob;Night;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Pinguipedidae;Parapercis;Parapercis_schauinslandii;1;5;FL;10.9044978282896;0.00813923076923077;3.17548615384615;Fishbase_mean_Genus;80.2519891409217;18;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Mullidae;Parupeneus;Parupeneus_barberinus;1;1;FL;39.9347;0.0171566666666667;3.04349666666667;Fishbase;1282.73692916584;60;TL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Tetraodontiformes;Balistidae;Pseudobalistes;Pseudobalistes_fuscus;1;1;FL;42.5169720341709;0.152275;2.60614;Fishbase;2672.32966200224;55;TL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;6;FL;41.9694333333333;0.05398;2.787136;Fishbase;10807.3549253858;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;38.1203666666667;0.021992;2.9532;Base_Traits_De_Vie;2054.79159027127;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Siganidae;Siganus;Siganus_argenteus;1;2;FL;34.4247;0.0131;3.10073;Fishbase;1526.58403279216;40;TL;HD;Herbivore;S4;VMob;Day;LargeG;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Carcharhiniformes;Sphyrnidae;Sphyrna;Sphyrna_mokarran;1;1;FL;262.8856;0.00191;3.16;Fishbase_Length_Converted;84624.5646548752;610;TL;FC;Piscivore;S6;VMob;Night;Sol;High;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Tetraodontiformes;Balistidae;Sufflamen;Sufflamen_fraenatum;1;1;FL;30.3071341593373;0.02865;2.96583;Fishbase;709.798132543959;38;TL;IM;Carnivore;S4;Sed;Day;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00304;-23.41987;168.08372;Perciformes;Serranidae;Variola;Variola_louti;1;1;FL;53.0086;0.013898;3.045626;Fishbase;2481.2260729372;83;TL;FC;Piscivore;S5;Mob;Day;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00305;-23.40727;168.08321;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;2;FL;80.2578511585095;0.0171375;3.01049625;Fishbase;18553.6783639636;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;58
Antigonia;Seamount;Summit50;SM00305;-23.40727;168.08321;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;2;FL;128.807;0.0109;3.012;Fishbase;49384.8982398216;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;58
Antigonia;Seamount;Summit50;SM00305;-23.40727;168.08321;Perciformes;Echeneidae;Echeneis;Echeneis_naucrates;1;1;FL;55.3170112232497;0.00075;3.35779;Fishbase;533.598747712291;110;TL;IM;Carnivore;S6;VMob;Both;Sol;High;58
Antigonia;Seamount;Summit50;SM00305;-23.40727;168.08321;Lamniformes;Carcharhinidae;Galeocerdo;Galeocerdo_cuvier;1;1;FL;140.5939;0.00253;3.26;Fishbase;25438.4848209846;750;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;58
