Site;Substrate;Habitat;Station;Latitude;Longitude;Order;Family;Genus;Species;SR;MaxN;LengthType;Length;lwa;lwb;commentLWab;Biomassg;Size_max;Size_max_type;Diets;TrophicG;Size_Class_PNAS;Home_Range;Activity;Schooling;Level_water;Depth
Noumea;Slope;DeepSlope;SM00101;-22.16422;166.09164;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;56.5933863558078;0.017515;2.908;Fishbase;2190.04351041503;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;180
Noumea;Slope;DeepSlope;SM00101;-22.16422;166.09164;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;2;FL;132.671044236365;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;163012.788139432;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;180
Noumea;Slope;DeepSlope;SM00101;-22.16422;166.09164;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;5;FL;37.3399666666667;0.0269;2.87633333333333;Fishbase;4475.26290165454;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;180
Noumea;Slope;DeepSlope;SM00102;-22.14784;166.0721;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;2;FL;59.38188;0.017515;2.908;Fishbase;5037.62462955789;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00102;-22.14784;166.0721;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;134.1318;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;84473.4255432491;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;130
Noumea;Slope;DeepSlope;SM00102;-22.14784;166.0721;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;9;FL;42.3639875;0.033775;2.82325;Fishbase;11919.4624793185;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00102;-22.14784;166.0721;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;8;FL;31.646;0.0269;2.87633333333333;Fishbase;4448.96829037175;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00102;-22.14784;166.0721;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;57.3131;0.021992;2.9532;Base_Traits_De_Vie;6851.25510612595;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;130
Noumea;Slope;DeepSlope;SM00102;-22.14784;166.0721;Perciformes;Sphyraenidae;Sphyraena;Sphyraena_barracuda;1;1;FL;77.9297544257657;0.009945;3.06724375;Fishbase;6308.41033840191;200;TL;FC;Piscivore;S6;VMob;Night;SmallG;High;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Perciformes;Gobiidae;Amblyeleotris;Amblyeleotris_fontanesii;1;1;FL;25;0.0159645454545455;2.95476818181818;Fishbase_mean_Family;215.647891138278;25;SL;IM;Carnivore;S3;Sed;Day;Sol;Bottom;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;2;FL;25.1112;0.017515;2.908;Fishbase;412.339302017007;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;40.7304239696917;0.014075;3.105875;Fishbase;1408.17089105088;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;144.6626;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;108118.90341004;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;125.683904797801;0.0109;3.012;Fishbase;22932.7876237979;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Carcharhiniformes;Triakidae;Hemitriakis;Hemitriakis_abdita;1;1;FL;86.563;0.00753333333333333;3.01666666666667;Fishbase_mean_Family;5263.47972026676;88.4;FL;FC;Carnivore;S6;VMob;Both;Sol;Low;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Perciformes;Mullidae;Parupeneus;Parupeneus_heptacanthus;1;1;FL;17.2086299909567;0.0195;3.02751;Fishbase;107.465455118348;36;TL;IM;Carnivore;S4;Mob;Day;SmallG;Bottom;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;8;FL;28.052725;0.033775;2.82325;Fishbase;3308.87923514106;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;2;FL;27.6898;0.0269;2.87633333333333;Fishbase;757.486414354979;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00103;-22.14645;166.06421;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;55.0864666666667;0.021992;2.9532;Base_Traits_De_Vie;6094.64720616403;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;130
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Tetraodontiformes;Balistidae;Abalistes;Abalistes_stellatus;1;1;FL;39.27805;0.053735;2.72575;Fishbase_mean_Genus;1189.90254651147;60;TL;IM;Carnivore;S5;Sed;Day;Sol;Bottom;135
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;94.4346;0.017515;2.908;Fishbase;9707.14488123804;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;135
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;40.928637950061;0.014075;3.105875;Fishbase;1429.56421895645;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;135
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;107.1877;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;40618.5156110414;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;135
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_amblyrhynchos;1;2;FL;118.4434;0.00227;3.37266;Fishbase;44699.5353727436;255;TL;FC;Piscivore;S6;VMob;Night;SmallG;High;135
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Perciformes;Pinguipedidae;Parapercis;Parapercis_snyderi;1;2;FL;10.9613327696347;0.00813923076923077;3.17548615384615;Fishbase_mean_Genus;32.6351089720683;11;TL;IM;Carnivore;S2;Mob;Day;Sol;Bottom;135
Noumea;Slope;DeepSlope;SM00104;-22.13466;166.05145;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;55.9096441151507;0.021992;2.9532;Base_Traits_De_Vie;3183.77619681235;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;135
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;40.79265;0.014075;3.105875;Fishbase;1414.86343067226;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;174.4995;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;199443.545413076;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_amblyrhynchos;1;1;FL;90.9875;0.00227;3.37266;Fishbase;9183.43564131855;255;TL;FC;Piscivore;S6;VMob;Night;SmallG;High;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Perciformes;Serranidae;Epinephelus;Epinephelus_cyanopodus;1;1;FL;65.4876;0.01105;3.11373;Fishbase;4993.34155198921;122;TL;FC;Piscivore;S6;Mob;Both;Sol;Bottom;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Perciformes;Scombridae;Gymnosarda;Gymnosarda_unicolor;1;1;FL;67.1566;0.0257;2.9325;Base_Traits_De_Vie;5859.6373395714;247.9802;FL;FC;Piscivore;S6;VMob;Both;Sol;High;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;4;FL;50.3892666666667;0.00657;3.27671;Fishbase;9947.03012536939;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;5;FL;28.3423428571429;0.0225225;2.9620175;Fishbase;2258.01436933081;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;8;FL;31.0636666666667;0.033775;2.82325;Fishbase;4412.53160236612;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;2;FL;33.20585;0.0269;2.87633333333333;Fishbase;1277.32832196756;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;128
Noumea;Slope;DeepSlope;SM00105;-22.13184;166.03476;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;56.77955;0.021992;2.9532;Base_Traits_De_Vie;3332.30222042316;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;128
Noumea;Slope;DeepSlope;SM00108;-22.08289;165.97737;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;39.1351;0.014075;3.105875;Fishbase;1243.8291192693;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;130
Noumea;Slope;DeepSlope;SM00108;-22.08289;165.97737;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;182.036;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;228971.171476349;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;130
Noumea;Slope;DeepSlope;SM00108;-22.08289;165.97737;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;11;FL;39.52317;0.033775;2.82325;Fishbase;11975.6695438699;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00108;-22.08289;165.97737;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;3;FL;32.8969333333333;0.0269;2.87633333333333;Fishbase;1865.16915997141;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;130
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;67.95505;0.017515;2.908;Fishbase;3728.30085937118;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_amblyrhynchos;1;1;FL;105.2539;0.00227;3.37266;Fishbase;15008.8609510649;255;TL;FC;Piscivore;S6;VMob;Night;SmallG;High;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Perciformes;Serranidae;Epinephelus;Epinephelus_areolatus;1;1;FL;28.6318;0.0538733333333333;2.78637333333333;Fishbase;617.586908924357;47;TL;FC;Piscivore;S4;Mob;Both;Sol;Bottom;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;3;FL;18.03005;0.0220275;2.829235;Fishbase;236.372496412093;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax_elegans;1;1;FL;51.5967134688937;0.00044;3.32357;Fishbase_mean_Genus;216.50698298083;64.69999695;TL;FC;Piscivore;S5;Sed;Night;Sol;Bottom;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax_nudivomer;1;1;FL;68.9317656083994;0.00044;3.32357;Fishbase_mean_Genus;566.980666821262;180;TL;FC;Piscivore;S6;Sed;Night;Sol;Bottom;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;1;FL;43.1156;0.00657;3.27671;Fishbase;1492.06714119596;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;6;FL;44.6813857142857;0.033775;2.82325;Fishbase;9235.63213515902;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;50.946;0.021992;2.9532;Base_Traits_De_Vie;4838.73952347336;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;120
Noumea;Slope;DeepSlope;SM00109;-22.06929;165.97165;Perciformes;Labridae;Terelabrus;Terelabrus_rubrovittatus;1;2;FL;10;0.0196274285714286;2.96734228571429;Fishbase_mean_Family;36.4112582480045;10;TL;IM;Carnivore;S2;Mob;Day;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00201;-21.45818;165.04335;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;90.7158;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;23556.7088299057;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;120
PoyaNepoui;Slope;DeepSlope;SM00201;-21.45818;165.04335;Carcharhiniformes;Triakidae;Hemitriakis;Hemitriakis_abdita;1;1;FL;88.4080666666667;0.00753333333333333;3.01666666666667;Fishbase_mean_Family;5609.24482794577;88.4080666666667;FL;FC;Carnivore;S6;VMob;Both;Sol;Low;120
PoyaNepoui;Slope;DeepSlope;SM00201;-21.45818;165.04335;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;3;FL;29.1340666666667;0.033775;2.82325;Fishbase;1380.66096166948;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00201;-21.45818;165.04335;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;5;FL;33.6391833333333;0.0269;2.87633333333333;Fishbase;3314.65802858361;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00201;-21.45818;165.04335;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_multidens;1;3;FL;52.5982666666667;0.0225;2.94866666666667;Fishbase;8014.47115792892;90;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00201;-21.45818;165.04335;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;54.9062333333333;0.021992;2.9532;Base_Traits_De_Vie;6035.94652128748;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;120
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;69.6953666666667;0.017515;2.908;Fishbase;4012.79620361371;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Labridae;Bodianus;Bodianus_bimaculatus;1;1;FL;10;0.0141833333333333;3.08825;Fishbase_mean_Genus;17.3791411184944;10;TL;IM;Carnivore;S2;Mob;Day;Sol;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Labridae;Bodianus;Bodianus_perditio;1;1;FL;42.9332;0.014075;3.105875;Fishbase;1658.44154497201;80;SL;IM;Carnivore;S5;Mob;Day;Sol;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Serranidae;Cephalopholis;Cephalopholis_sonnerati;1;1;FL;42.945370403187;0.00661;3.27655;Fishbase;1480.92660556579;57;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Serranidae;Cephalopholis;Cephalopholis_spiloparaea;1;1;FL;18.4241;0.0273;3;Fishbase_Length_Converted;170.73458118197;30;TL;FC;Piscivore;S4;Sed;Both;Sol;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Labridae;Cirrhilabrus;Cirrhilabrus_roseafascia;1;1;FL;9.9;0.0196274285714286;2.96734228571429;Fishbase_mean_Family;17.6707026773172;9.9;;PK;Planktonivore;S2;Sed;Day;MedG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Chaetodontidae;Heniochus;Heniochus_acuminatus;1;3;FL;18.6652724224265;0.0247;3.1058;Fishbase;656.744794413846;25;TL;IM;Carnivore;S3;Sed;Day;Pair;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;2;FL;49.66695;0.00657;3.27671;Fishbase;4743.69408703322;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Serranidae;Liopropoma;Liopropoma_mitratum;1;2;FL;9;0.017782;3.03680705882353;Fishbase_mean_Family;28.110009350329;9;TL;FC;Piscivore;S2;Sed;Night;Sol;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Lutjanidae;Lutjanus;Lutjanus_rufolineatus;1;2;FL;20;0.0299375;2.97896225806452;Fishbase_mean_Genus;449.743380673836;20;TL;IM;Carnivore;S3;Mob;Night;LargeG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Apogonidae;Apogon;Ostorhinchus_apogonoides;1;16;FL;10;0.0119671428571429;3.34705071428571;Fishbase_mean_Genus;425.756387589902;10;TL;IM;Carnivore;S2;Sed;Night;SmallG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Apogonidae;Ostorhinchus;Ostorhinchus_apogonoides;1;14;FL;10;0.0119671428571429;3.34705071428571;Fishbase_mean_Genus;372.536839141164;10;TL;IM;Carnivore;S2;Sed;Night;SmallG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Serranidae;Plectropomus;Plectropomus_leopardus;1;1;FL;59.1858;0.0090825;3.143385;Fishbase;3380.39447086763;120;SL;FC;Piscivore;S6;Mob;Day;Sol;Bottom;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_multidens;1;1;FL;59.2553;0.0225;2.94866666666667;Fishbase;3796.33147345403;90;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Serranidae;Pseudanthias;Pseudanthias_flavicauda;1;2;FL;6.58;0.014595;3.11687;Fishbase_mean_Genus;10.3642489450599;6.58;SL;PK;Planktonivore;S1;Sed;Day;LargeG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Serranidae;Pseudanthias;Pseudanthias_pascalus;1;1;FL;20;0.0096;3;Fishbase_Length_Converted;76.8;20;TL;PK;Planktonivore;S3;Sed;Day;LargeG;Low;105
PoyaNepoui;Slope;DeepSlope;SM00202;-21.4544;165.04311;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;51.16385;0.021992;2.9532;Base_Traits_De_Vie;2450.04972870415;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;105
PoyaNepoui;Slope;DeepSlope;SM00203;-21.44124;165.03554;Perciformes;Serranidae;Epinephelus;Epinephelus_areolatus;1;2;FL;32.7527295191949;0.0538733333333333;2.78637333333333;Fishbase;1796.59036871344;47;TL;FC;Piscivore;S4;Mob;Both;Sol;Bottom;130
PoyaNepoui;Slope;DeepSlope;SM00203;-21.44124;165.03554;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;3;FL;32.3176666666667;0.033775;2.82325;Fishbase;1850.30398648581;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;130
PoyaNepoui;Slope;DeepSlope;SM00203;-21.44124;165.03554;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;60.497;0.021992;2.9532;Base_Traits_De_Vie;4018.65847891886;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;130
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Lutjanidae;Aphareus;Aphareus_rutilans;1;1;FL;79.8858;0.017515;2.908;Fishbase;5967.49007823791;110;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Labridae;Bodianus;Bodianus_bimaculatus;1;2;FL;9.0831;0.0141833333333333;3.08825;Fishbase_mean_Genus;25.8270468879255;10;TL;IM;Carnivore;S2;Mob;Day;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Labridae;Coris;Coris_picta;1;3;FL;16.2412424355755;0.00733;3.199285;Fishbase_mean_Genus;164.187932440968;25;TL;IM;Carnivore;S3;Mob;Day;MedG;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Serranidae;Epinephelus;Epinephelus_cyanopodus;1;1;FL;58.1507;0.01105;3.11373;Fishbase;3449.13309427061;122;TL;FC;Piscivore;S6;Mob;Both;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Scombridae;Gymnosarda;Gymnosarda_unicolor;1;1;FL;86.1588;0.0257;2.9325;Base_Traits_De_Vie;12167.4430518015;247.9802;FL;FC;Piscivore;S6;VMob;Both;Sol;High;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Lethrinidae;Lethrinus;Lethrinus_miniatus;1;2;FL;49.28235;0.00657;3.27671;Fishbase;4624.3876333753;90;TL;FC;Piscivore;S6;VMob;Both;SmallG;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Malacanthidae;Malacanthus;Malacanthus_brevirostris;1;2;FL;21.7527;0.02545;2.642;Fishbase_mean_Genus;173.951259827281;32;TL;IM;Carnivore;S4;Sed;Day;Pair;Low;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;7;FL;33.4937375;0.033775;2.82325;Fishbase;4775.80863185986;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00204;-21.43745;165.02052;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;45.3988;0.021992;2.9532;Base_Traits_De_Vie;1721.26671562571;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Gobiidae;Amblyeleotris;Amblyeleotris_fontanesii;1;1;FL;25;0.0159645454545455;2.95476818181818;Fishbase_mean_Family;215.647891138278;25;SL;IM;Carnivore;S3;Sed;Day;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Serranidae;Epinephelus;Epinephelus_chlorostigma;1;2;FL;50.48805;0.0164;3.04;Fishbase_Length_Converted;4938.18299250994;75;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Serranidae;Epinephelus;Epinephelus_retouti;1;1;FL;33.7177363924368;0.021761935483871;2.97035870967742;Fishbase_mean_Genus;751.597032434783;50;TL;FC;Piscivore;S4;Mob;Both;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;1;FL;38.04595;0.0220275;2.829235;Fishbase;651.672116322594;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax_nudivomer;1;2;FL;68.6491172992381;0.00044;3.32357;Fishbase_mean_Genus;1118.58120412135;180;TL;FC;Piscivore;S6;Sed;Night;Sol;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Chaetodontidae;Heniochus;Heniochus_acuminatus;1;2;FL;18.2808;0.0247;3.1058;Fishbase;410.422945354381;25;TL;IM;Carnivore;S3;Sed;Day;Pair;Bottom;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Perciformes;Lutjanidae;Lutjanus;Lutjanus_argentimaculatus;1;1;FL;65.4699;0.0268;2.86542;Fishbase;4284.07374219489;150;TL;FC;Piscivore;S6;Mob;Night;MedG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Lutjaniformes;Lutjanidae;Paracaesio;Paracaesio_kusakarii;1;8;FL;38.6904;0.0106;3.135;Fishbase;8045.10924871201;60;SL;FC;Carnivore;S5;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;1;FL;36.8228;0.033775;2.82325;Fishbase;891.527284602752;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_flavipinnis;1;2;FL;35.73885;0.0269;2.87633333333333;Fishbase;1578.09185829247;50;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;120
PoyaNepoui;Slope;DeepSlope;SM00205;-21.42007;164.96371;Lutjaniformes;Lutjanidae;Randallichthys;Randallichthys_filamentosus;1;1;FL;40.9486;0.0315898009950249;2.93817144278607;Fishbase_mean_Family;1724.17621480763;50;SL;FC;Carnivore;S4;VMob;Both;Sol;Low;120
