"","BestModel.BestGbmStep","BestModel.Value"
"1","TreeComplexity",2
"2","LearningRate",0.005
"3","n.trees",1525
"4","deviance",0.293609760441825
"5","cv.deviance.mean",0.561250691774456
"6","cv.deviance.se",0.119448021062364
"7","cv.correlation.mean",0.596537453906762
"8","cv.correlation.se",0.0915970167814892
