"Station","Site","Latitude","Longitude","Habitat","EastwardVelocity","NorthwardVelocity","Salinity","SuspendedParticulateMatter","SSTmax","SSTmean","SSTmin","SSTsd","seafloorTemp","Chla","TravelTime","ReefMinDist.m","LandMinDist.m","SummitDepth","ValleyDepth","Height","SummitAreasKm2","SummitRugosity","Topo","Complex","Reef.structure","Rocks","Rubbles","Gravel","Sand","Mud","Indeterm","Coral","Filter_feeders","Vegetation","Bare","Turbidity","HabitatDiversity","Depth"
"SM00909","Crypthelia",-23.31465502,168.257859,"Summit250",-0.0365818552672863,-0.0122477589175105,35.4914131164551,0.427374839782715,28.3900146484375,24.3280029296875,20.8770141601562,1.73886120319366,9.84589099884033,0.0973730310797691,53652.4784394268,92724.9436578435,100041.312652369,195,1822,1627,"5.655226441","18.06345621",0,0,10,0,0,10,0,0,80,10,15,10,65,"Clear",1.52521006628093,206
"SM00910","Crypthelia",-23.30957701,168.254068,"Summit250",-0.0365818552672863,-0.0122477589175105,35.4914131164551,0.427374839782715,28.3280029296875,24.3258056640625,20.8699951171875,1.73797309398651,9.84589099884033,0.0973730310797691,53507.8464991438,92060.0059429864,99561.9805162165,195,1822,1627,"5.655226441","18.06345621",0,0,10,5,5,0,0,0,80,10,20,5,60,"Clear",1.54822663279601,206
"SM01001","Torche",-22.85646901,167.657598,"Summit50",0.0372880697250366,-0.0143563104793429,35.4862403869629,0.431072741746902,28.385009765625,24.1089172363281,20.8800048828125,1.62277984619141,22.8776245117188,0.130315199494362,33605.0268836069,13495.8819768296,21248.4976279691,45,1363,1318,"25.54291252","2.763461196",0,50,0,50,40,10,0,0,0,0,0,0,100,"Clear",1.43225952491776,62
"SM01002","Torche",-22.871481,167.652178,"Summit50",0.0372880697250366,-0.0143563104793429,35.4862403869629,0.431072741746902,28.385009765625,24.1000061035156,20.8829956054688,1.61835181713104,22.8776245117188,0.130315199494362,33619.5556170158,14502.9213469243,22222.6906990519,45,1363,1318,"25.54291252","2.763461196",0,50,5,40,25,25,5,0,0,5,0,20,75,"Clear",1.87358914845349,49
"SM01003","Torche",-22.88563301,167.657826,"Summit50",0.0726491883397102,-0.00376815325580537,35.5007438659668,0.428717851638794,28.4259948730469,24.119873046875,20.875,1.62378966808319,15.3469715118408,0.12536546587944,33952.8736496329,16131.198584822,23883.984173954,45,1363,1318,"25.54291252","2.763461196",0,50,0,30,40,25,5,0,0,0,0,20,80,"Clear",1.74470847260347,47
"SM01004","Torche",-22.8899,167.6779,"Summit50",0.0726491883397102,-0.00376815325580537,35.5007438659668,0.426545947790146,28.4469909667969,24.142578125,20.864990234375,1.63195443153381,15.3469715118408,0.124314427375793,34491.7736561991,17704.5858945573,24747.3413599611,45,1363,1318,"25.54291252","2.763461196",25,50,5,30,40,25,0,0,0,5,0,25,70,"Clear",1.98005479650751,48
"SM01005","Torche",-22.87165501,167.669767,"Summit50",0.0372880697250366,-0.0143563104793429,35.4862403869629,0.431369483470917,28.3999938964844,24.124755859375,20.8729858398438,1.62786257266998,22.8776245117188,0.126722648739815,34086.0597005498,15586.952827478,23120.8191330602,45,1363,1318,"25.54291252","2.763461196",50,25,10,10,10,10,60,0,0,10,10,15,65,"Clear",2.08279018579082,47
"SM01101","Poum",-20.12783499,163.770885,"DeepSlope",-0.00605830224230886,-0.0712014511227608,35.2896614074707,1.87808859348297,29.3110046386719,25.3074340820312,22.1960144042969,1.74249684810638,4.39526557922363,0.235032230615616,87474.9014942065,371.519535484037,7329.38237511151,0,3521,3521,"682.5225716","8.604357235",0,25,0,30,20,0,50,0,0,0,0,0,100,"Clear",1.4225864848139,150
"SM01102","Poum",-20.13718701,163.776619,"DeepSlope",-0.00605830224230886,-0.0712014511227608,35.2896614074707,1.87808859348297,29.3770141601562,25.3059387207031,22.1669921875,1.75070905685425,4.39526557922363,0.235032230615616,87250.4260258669,201.348345001089,7766.4090135483,0,3521,3521,"682.5225716","8.604357235",25,50,0,40,15,10,35,0,0,0,0,20,80,"Clear",1.89972096529834,180
"SM01103","Poum",-20.14074597,163.780952,"DeepSlope",-0.00605830224230886,-0.0712014511227608,35.2896614074707,1.87808859348297,29.3770141601562,25.3059387207031,22.1669921875,1.75070905685425,4.39526557922363,0.235032230615616,24232.2911786382,178.811706391232,7847.83014779954,0,3521,3521,"682.5225716","8.604357235",25,25,15,5,15,0,0,0,65,15,10,15,60,"Clear",2.03547815754946,220
"SM01104","Poum",-20.14554704,163.783295,"DeepSlope",-0.00605830224230886,-0.0712014511227608,35.2896614074707,1.87808859348297,29.3739929199219,25.3111267089844,22.1730041503906,1.74542534351349,4.39526557922363,0.235032230615616,24140.6131087232,320.134408132703,8073.28653453898,0,3521,3521,"682.5225716","8.604357235",50,25,0,10,10,10,70,0,0,0,15,10,75,"Clear",1.87130390461899,115
"SM01105","Poum",-20.15728598,163.788254,"DeepSlope",-0.00605830224230886,-0.0712014511227608,35.2896614074707,1.87808859348297,29.4200134277344,25.3103332519531,22.1440124511719,1.75327980518341,4.39526557922363,0.235032230615616,23935.3345338616,210.839080722269,8353.69996309499,0,3521,3521,"682.5225716","8.604357235",25,25,0,10,10,0,80,0,0,0,5,10,85,"Clear",1.65643683317829,118
"SM01106","Poum",-20.16197104,163.792431,"DeepSlope",-0.0150373019278049,-0.0453439466655254,35.296989440918,2.26737427711487,29.4200134277344,25.3103332519531,22.1440124511719,1.75327980518341,25.9513530731201,0.228669688105583,23831.6935287531,123.395927867065,9072.20159928563,0,3521,3521,"682.5225716","8.604357235",0,25,15,70,15,0,0,0,0,15,20,5,60,"Clear",1.80120560050959,150
"SM01107","Poum",-20.16239902,163.792845,"DeepSlope",-0.0150373019278049,-0.0453439466655254,35.296989440918,2.26737427711487,29.4200134277344,25.3103332519531,22.1440124511719,1.75327980518341,25.9513530731201,0.228669688105583,23825.710673907,104.830332786072,9551.97268230813,0,3521,3521,"682.5225716","8.604357235",25,25,0,10,15,0,75,0,0,0,0,0,100,"Clear",1.48578482864658,100
"SM01108","Poum",-20.16758096,163.79747,"DeepSlope",-0.0150373019278049,-0.0453439466655254,35.296989440918,3.32932305335999,29.4469909667969,25.3097534179688,22.1159973144531,1.76142179965973,25.9513530731201,0.259839028120041,23706.1296307662,19.3500177099486,9869.53638695877,0,3521,3521,"682.5225716","8.604357235",25,25,0,15,10,0,75,0,0,0,5,5,90,"Clear",1.64354390522556,115
"SM01201","GrandLagonNord",-19.463944,163.222028,"DeepSlope",-0.0929175093770027,-0.0216454416513443,35.2693099975586,2.19865894317627,29.7619934082031,25.5656433105469,22.5379943847656,1.65531015396118,27.6935482025146,0.248220294713974,106352.861708349,261.158073902517,37512.7232055742,0,3393,3393,"545.45025633","20.239723665",25,0,10,5,0,0,0,0,85,10,15,10,65,"Clear",1.65086520071498,135
"SM01202","GrandLagonNord",-19.47681097,163.220554,"DeepSlope",-0.0929175093770027,-0.0216454416513443,35.2693099975586,2.19865894317627,29.8250122070312,25.5679931640625,22.4230041503906,1.65094101428986,27.6935482025146,0.248220294713974,106414.492673193,127.499958812728,37426.4058119534,0,3393,3393,"545.45025633","20.239723665",0,25,0,15,15,10,65,0,0,0,0,20,80,"Clear",1.67046538991051,150
"SM01203","GrandLagonNord",-19.48051502,163.223096,"DeepSlope",-0.0929175093770027,-0.0216454416513443,35.2693099975586,2.19865894317627,29.8250122070312,25.5679931640625,22.4230041503906,1.65094101428986,27.6935482025146,0.248220294713974,106288.132374049,110.794095754097,36761.8570010554,0,3393,3393,"545.45025633","20.239723665",50,25,0,10,10,10,70,0,0,0,15,5,80,"Clear",1.82849713774292,145
"SM01204","GrandLagonNord",-19.48463104,163.225483,"DeepSlope",-0.0929175093770027,-0.0216454416513443,35.2693099975586,2.19865894317627,29.7799987792969,25.557861328125,22.3980102539062,1.66276180744171,27.6935482025146,0.248220294713974,106161.772457334,106.908406644418,36146.8270256232,0,3393,3393,"545.45025633","20.239723665",0,0,0,0,10,15,75,0,0,0,5,15,80,"Clear",1.36487593747648,145
"SM01205","GrandLagonNord",-19.48891796,163.226569,"DeepSlope",-0.0929175093770027,-0.0216454416513443,35.2693099975586,2.19865894317627,29.7860107421875,25.5609741210938,22.3609924316406,1.65957605838776,27.6935482025146,0.248220294713974,106173.604764437,105.862248421999,35057.3112123571,0,3393,3393,"545.45025633","20.239723665",0,50,10,40,30,20,0,0,0,10,0,0,90,"Clear",1.69689504767619,150
"SM01206","GrandLagonNord",-19.43191599,163.21606,"DeepSlope",-0.104882784187794,-0.0157889146357775,35.2649841308594,2.13835835456848,29.6499938964844,25.5708312988281,22.5969848632812,1.66772603988647,26.0370254516602,0.27897235751152,106652.323720696,385.20020686674,38935.440007775,0,3393,3393,"545.45025633","20.239723665",25,25,0,5,15,15,65,0,0,0,0,15,85,"Clear",1.76220584106195,130
"SM01207","GrandLagonNord",-19.42927502,163.211677,"DeepSlope",-0.104882784187794,-0.0157889146357775,35.2649841308594,2.13835835456848,29.6820068359375,25.5820007324219,22.6300048828125,1.65520751476288,26.0370254516602,0.27897235751152,106899.639354513,179.808301006444,39458.0265836824,0,3393,3393,"545.45025633","20.239723665",0,25,5,0,15,10,70,0,0,5,0,5,90,"Clear",1.54659993319167,130
"SM01208","GrandLagonNord",-19.42710302,163.207168,"DeepSlope",-0.0768662914633751,-0.0487741269171238,35.2541732788086,0.797235250473022,29.6820068359375,25.5820007324219,22.6300048828125,1.65520751476288,12.9184827804565,0.164219319820404,107072.799025002,200.360916318319,39979.5281399689,0,3393,3393,"545.45025633","20.239723665",0,25,5,0,15,10,70,0,0,5,0,5,90,"Clear",1.54659993319167,120
"SM01209","GrandLagonNord",-19.42272297,163.204171,"DeepSlope",-0.0768662914633751,-0.0487741269171238,35.2541732788086,0.797235250473022,29.7059936523438,25.5951538085938,22.6109924316406,1.65189516544342,12.9184827804565,0.164219319820404,107270.576204867,127.56861440613,39379.5606738661,0,3393,3393,"545.45025633","20.239723665",75,75,10,55,15,0,20,0,0,30,10,5,55,"Clear",2.01479007229618,118
"SM01210","GrandLagonNord",-19.418039,163.202458,"DeepSlope",-0.0768662914633751,-0.0487741269171238,35.2541732788086,0.797235250473022,29.7059936523438,25.5951538085938,22.6109924316406,1.65189516544342,12.9184827804565,0.164219319820404,107463.818258683,92.9196346490701,40741.2383863784,0,3393,3393,"545.45025633","20.239723665",25,25,10,15,10,0,65,0,0,10,15,10,65,"Clear",2.01362473353156,125
"SM01301","Capel",-25.01457397,159.534801,"Summit50",-0.0317695178091526,-0.0356536917388439,35.6740684509277,0.428016752004623,27.5469970703125,23.4719848632812,19.7999877929688,1.82195222377777,12.9684705734253,0.0965811684727669,199376.865897794,345622.084569117,684606.411668421,60,3114,3054,"4085.328519","2.896921055",0,0,10,0,10,10,70,0,0,15,15,10,60,"Clear",1.71631611439999,69
"SM01302","Capel",-25.02056502,159.525345,"Summit50",-0.0317695178091526,-0.0356536917388439,35.6740684509277,0.428016752004623,27.5589904785156,23.4689025878906,19.7680053710938,1.82337117195129,12.9684705734253,0.0965811684727669,199688.068392355,345480.698145428,685762.939306876,60,3114,3054,"4085.328519","2.896921055",0,0,15,0,10,10,65,0,0,15,20,15,50,"Clear",1.82449272057212,65
"SM01303","Capel",-25.03200104,159.524811,"Summit50",-0.0317695178091526,-0.0356536917388439,35.6740684509277,0.428016752004623,27.5379943847656,23.4693908691406,19.7980041503906,1.82469606399536,12.9684705734253,0.0965811684727669,199826.039747011,346907.768733503,686658.487639662,60,3114,3054,"4085.328519","2.896921055",0,0,0,0,0,15,85,0,0,0,5,0,95,"Clear",1.00375934613588,66
"SM01304","Capel",-25.03993903,159.534729,"Summit50",-0.0317695178091526,-0.0356536917388439,35.6740684509277,0.428016752004623,27.4849853515625,23.4632873535156,19.7799987792969,1.82543802261353,12.9684705734253,0.0965811684727669,199675.872490753,347794.778070133,686511.786335849,60,3114,3054,"4085.328519","2.896921055",0,25,15,10,15,0,60,0,0,20,10,10,60,"Clear",1.9404250805052,65
"SM01305","Capel",-25.03658803,159.543434,"Summit50",-0.0407787822186947,-0.01674734801054,35.6805763244629,0.430556982755661,27.4649963378906,23.4601745605469,19.7619934082031,1.8254359960556,22.9713153839111,0.0974044501781464,199436.075534231,346482.364367765,685610.141283123,60,3114,3054,"4085.328519","2.896921055",0,25,5,5,15,10,65,0,0,5,15,15,65,"Clear",1.89533631609691,67
"SM01306","Capel",-25.02825097,159.535805,"Summit50",-0.0317695178091526,-0.0356536917388439,35.6740684509277,0.428016752004623,27.5360107421875,23.4625549316406,19.7380065917969,1.82433652877808,12.9684705734253,0.0965811684727669,199489.369867965,346450.767984336,685555.023499801,60,3114,3054,"4085.328519","2.896921055",0,0,15,5,10,0,70,0,0,15,10,10,65,"Clear",1.66283692718939,68
"SM01307","Capel",-25.04878496,159.541386,"Summit50",-0.029555032029748,-0.0349222533404827,35.6758079528809,0.431835651397705,27.4119873046875,23.4578857421875,19.802001953125,1.8262904882431,19.68701171875,0.0967601165175438,199622.654416415,347771.845228079,686679.224874913,60,3114,3054,"4085.328519","2.896921055",25,25,15,5,10,5,65,0,0,20,10,10,60,"Clear",2.06687304617533,67
"SM01308","Capel",-25.05541496,159.533909,"Summit50",-0.029555032029748,-0.0349222533404827,35.6758079528809,0.431835651397705,27.4219970703125,23.4585876464844,19.8550109863281,1.82660806179047,19.68701171875,0.0967601165175438,199837.063836696,349204.719802071,687735.229050067,60,3114,3054,"4085.328519","2.896921055",0,25,15,0,15,10,60,0,0,15,15,10,60,"Clear",1.94797614880722,68
"SM01309","Capel",-25.05561302,159.524605,"Summit50",-0.029555032029748,-0.0349222533404827,35.6758079528809,0.431835651397705,27.4429931640625,23.4620361328125,19.8739929199219,1.82632100582123,19.68701171875,0.0967601165175438,200102.27133767,349467.96181663,688444.287402855,60,3114,3054,"4085.328519","2.896921055",0,25,10,5,15,5,65,0,0,15,15,10,60,"Clear",1.94287337139523,66
"SM01310","Capel",-25.044076,159.523856,"Summit50",-0.029555032029748,-0.0349222533404827,35.6758079528809,0.431835651397705,27.5060119628906,23.4666137695312,19.8110046386719,1.82532203197479,19.68701171875,0.0967601165175438,199964.106581692,348144.749229448,687634.575457652,60,3114,3054,"4085.328519","2.896921055",25,0,0,0,0,0,100,0,0,0,0,10,90,"Clear",1.10944424451474,67
"SM01402","Argo",-23.08139504,159.460723,"Summit250",0.00362186599522829,0.0166918598115444,35.6086692810059,0.417635649442673,28.2049865722656,24.1587219238281,20.4880065917969,1.82471835613251,16.9981002807617,0.0785578340291977,179917.798931353,130038.930133953,554345.843142828,299,2550,2251,"449.8799498","19.69170755",0,0,0,0,0,5,95,0,0,0,0,0,100,"Clear",0.792404802232882,312
"SM01403","Argo",-23.08931703,159.456493,"Summit250",0.005225979257375,0.00861075986176729,35.6045074462891,0.41252726316452,28.2040100097656,24.1540222167969,20.4859924316406,1.82477366924286,9.40213871002197,0.0788193047046661,180100.282844029,130877.368868475,555435.460513189,299,2550,2251,"449.8799498","19.69170755",0,0,0,0,0,5,0,0,95,0,0,0,100,"Clear",0.792404802232882,312
"SM01404","Argo",-23.09621802,159.467718,"Summit250",0.00362186599522829,0.0166918598115444,35.6086692810059,0.412294805049896,28.2049865722656,24.1473999023438,20.5029907226562,1.82421100139618,16.9981002807617,0.0787272080779076,179889.361716149,131563.67216568,554702.873883521,299,2550,2251,"449.8799498","19.69170755",25,0,0,0,0,5,95,0,0,0,10,0,90,"Clear",1.19767324155735,305
"SM01405","Argo",-23.08540301,159.475316,"Summit250",0.00362186599522829,0.0166918598115444,35.6086692810059,0.412294805049896,28.2080078125,24.1498718261719,20.5090026855469,1.82351994514465,16.9981002807617,0.0787272080779076,179615.599798767,130483.124259218,553542.042668555,299,2550,2251,"449.8799498","19.69170755",0,0,0,0,0,5,95,0,0,0,10,0,90,"Clear",0.954946288928606,308
"SM01406","Argo",-23.09934204,159.449834,"Summit250",0.005225979257375,0.00861075986176729,35.6045074462891,0.41252726316452,28.2009887695312,24.1510009765625,20.4819946289062,1.82443523406982,9.40213871002197,0.0788193047046661,180352.976645977,131995.521674773,556545.979111558,299,2550,2251,"449.8799498","19.69170755",0,0,0,0,0,0,100,0,0,0,0,0,100,"Clear",0.693147180559945,309
"SM01407","Argo",-23.11073396,159.451515,"Summit250",0.005225979257375,0.00861075986176729,35.6045074462891,0.41252726316452,28.2109985351562,24.1457214355469,20.4830017089844,1.82390213012695,9.40213871002197,0.0788193047046661,180479.192095079,133191.866886597,557304.616582141,299,2550,2251,"449.8799498","19.69170755",0,0,0,0,10,0,90,0,0,5,10,0,85,"Clear",1.11478177378078,301
"SM01409","Argo",-23.10517,159.46483,"Summit250",0.00362186599522829,0.0166918598115444,35.6086692810059,0.412294805049896,28.2019958496094,24.144287109375,20.5,1.82425010204315,16.9981002807617,0.0787272080779076,180071.870916615,132696.164097492,555838.689320909,299,2550,2251,"449.8799498","19.69170755",0,0,0,0,0,0,100,0,0,0,0,0,100,"Clear",0.693147180559945,301
"SM01601","Fairway",-21.03697702,162.209365,"Summit50",-0.0771386846899986,0.0180134866386652,35.4925079345703,0.417285621166229,28.781005859375,24.939697265625,21.260986328125,1.73085105419159,22.4721775054932,0.0783996358513832,115669.069340332,188668.825409115,191214.92753605,62,3026,2964,"203.7432756","1.440799298",0,50,0,50,30,10,10,0,0,0,10,20,70,"Clear",1.8429605690741,63
"SM01602","Fairway",-21.05225598,162.299622,"Summit50",-0.0482747331261635,0.0646336600184441,35.4979934692383,0.417873799800873,28.7619934082031,24.9371337890625,21.5700073242188,1.72830200195312,9.5681619644165,0.0769696608185768,113200.532188469,181886.078912041,184615.036564339,62,3026,2964,"203.7432756","1.440799298",0,25,5,5,20,10,60,0,0,5,10,15,70,"Clear",1.88607415628224,63
"SM01603","Fairway",-21.04920102,162.219026,"Summit50",-0.0524212159216404,0.0246115382760763,35.505989074707,0.41778826713562,28.8089904785156,24.9360046386719,21.3049926757812,1.73083305358887,25.1635513305664,0.0780664905905724,115281.322015507,188584.076753205,191187.508909339,62,3026,2964,"203.7432756","1.440799298",0,50,5,15,55,15,10,0,0,5,10,15,70,"Clear",1.93183098811637,65
"SM01604","Fairway",-21.06183498,162.288763,"Summit50",-0.0524212159216404,0.0246115382760763,35.505989074707,0.417953431606293,28.7739868164062,24.9339599609375,21.5429992675781,1.72710633277893,25.1635513305664,0.0773910507559776,113381.850761967,183460.001945019,186192.325557222,62,3026,2964,"203.7432756","1.440799298",0,25,5,5,20,10,60,0,0,10,15,10,65,"Clear",1.93532230309321,63
"SM01605","Fairway",-21.03811,162.225916,"Summit50",-0.0771386846899986,0.0180134866386652,35.4925079345703,0.417285621166229,28.8320007324219,24.9404602050781,21.3330078125,1.73073887825012,22.4721775054932,0.0783996358513832,115199.250150694,187224.541060614,189830.577305806,62,3026,2964,"203.7432756","1.440799298",0,50,0,5,40,40,15,0,0,0,10,15,75,"Clear",1.81411027129856,65
"SM01606","Fairway",-21.06558798,162.270955,"Summit50",-0.0524212159216404,0.0246115382760763,35.505989074707,0.417953431606293,28.8460083007812,24.9305114746094,21.4880065917969,1.72578346729279,25.1635513305664,0.0773910507559776,113781.843838314,183461.226236032,186193.634275053,62,3026,2964,"203.7432756","1.440799298",0,50,10,5,25,20,40,0,0,15,15,20,50,"Clear",2.11596807067659,65
"SM01607","Fairway",-21.04041897,162.251149,"Summit50",-0.0771386846899986,0.0180134866386652,35.4925079345703,0.419207215309143,28.8699951171875,24.940185546875,21.4039916992188,1.72930860519409,22.4721775054932,0.0779125094413757,114580.584809113,185055.541808995,187699.063090056,62,3026,2964,"203.7432756","1.440799298",0,50,10,0,50,30,10,0,0,10,5,20,65,"Clear",1.91500978842638,67
"SM01608","Fairway",-21.05085804,162.242097,"Summit50",-0.0524212159216404,0.0246115382760763,35.505989074707,0.41778826713562,28.8680114746094,24.9365844726562,21.375,1.72975754737854,25.1635513305664,0.0780664905905724,114662.658908064,187256.963885551,189357.939892157,62,3026,2964,"203.7432756","1.440799298",0,50,10,10,45,20,15,0,0,10,10,15,65,"Clear",2.03547815754946,65
"SM01609","Fairway",-21.04796897,162.2813,"Summit50",-0.0524212159216404,0.0246115382760763,35.505989074707,0.417953431606293,28.8009948730469,24.9372863769531,21.5090026855469,1.7280341386795,25.1635513305664,0.0773910507559776,113743.240495987,183142.954628444,185837.696659178,62,3026,2964,"203.7432756","1.440799298",0,50,5,15,15,5,60,0,0,15,15,15,55,"Clear",1.99800774426414,66
"SM01610","Fairway",-21.053195,162.261837,"Summit50",-0.0524212159216404,0.0246115382760763,35.505989074707,0.417953431606293,28.8710021972656,24.9368286132812,21.4440002441406,1.72841608524323,25.1635513305664,0.0773910507559776,114143.227313338,185152.159533637,187831.933766277,62,3026,2964,"203.7432756","1.440799298",0,50,10,10,45,25,10,0,0,15,15,15,55,"Clear",2.08659693802231,67
