code_spygen;code_explo;rep;date;station;site_name;province;country;project;sample_type;sample_method;time_start;time_end;duration_min;volume;depth_sampling;depth_seafloor;temperature;turbidity;habitat;habitat_type;gps_start;latitude_start;longitude_start;gps_end;latitude_end;longitude_end;filter;data_manager;gps_owner;comment
SPY191476;SM01206;1;19/08/2020;SM01206;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:25;NA;NA;32;131;135;NA;NA;marine;Sommet;645;-19.416755978018;163.177804984152;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191443;SM01207;1;19/08/2020;SM01207;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:41;NA;NA;32;100;107;NA;NA;marine;Sommet;646;-19.411301035434;163.190634995699;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191429;SM01208;1;19/08/2020;SM01208;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:16;NA;NA;32;130;135;NA;NA;marine;Sommet;647;-19.4160219747573;163.200526982546;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191430;SM01209;1;19/08/2020;SM01209;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:35;NA;NA;32;100;109;NA;NA;marine;Sommet;648;-19.4315839838237;163.216539015993;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191510;SM01210;1;19/08/2020;SM01210;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:35;NA;NA;32;103;108;NA;NA;marine;Sommet;644;-19.4372039660811;163.226513983682;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191437;SM01211_1000;1;20/08/2020;SM01211;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:30;NA;NA;32;1000;1240;NA;NA;marine;Pelagique;NA;-19.4952199794352;163.191825980321;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191513;SM01211_150;1;20/08/2020;SM01211;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:54;NA;NA;32;150;1240;NA;NA;marine;Pelagique;NA;-19.4925800152123;163.190408013761;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191436;SM01211_20;1;20/08/2020;SM01211;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:58;NA;NA;32;20;1240;NA;NA;marine;Pelagique;NA;-19.4925800152123;163.190408013761;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191435;SM01211_250;1;20/08/2020;SM01211;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:51;NA;NA;32;250;1240;NA;NA;marine;Pelagique;NA;-19.4946579728276;163.192533999681;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191445;SM01211_500;1;20/08/2020;SM01211;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:45;NA;NA;32;500;1240;NA;NA;marine;Pelagique;NA;-19.4952199794352;163.191825980321;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191440;SM01211_80;1;20/08/2020;SM01211;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:57;NA;NA;32;80;1240;NA;NA;marine;Pelagique;NA;-19.4925800152123;163.190408013761;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191450;SM01212_1000;1;20/08/2020;SM01212;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:15;NA;NA;32;1000;1300;NA;NA;marine;Pelagique;NA;-19.448321973905;163.180466992781;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191463;SM01212_150;1;20/08/2020;SM01212;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:30;NA;NA;32;150;1300;NA;NA;marine;Pelagique;NA;-19.4495329912752;163.179820999503;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191439;SM01212_20;1;20/08/2020;SM01212;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:34;NA;NA;32;20;1300;NA;NA;marine;Pelagique;NA;-19.4495329912752;163.179820999503;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191444;SM01212_250;1;20/08/2020;SM01212;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:35;NA;NA;32;250;1300;NA;NA;marine;Pelagique;NA;-19.4483979977667;163.180336989462;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191442;SM01212_500;1;20/08/2020;SM01212;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:28;NA;NA;32;500;1300;NA;NA;marine;Pelagique;NA;-19.4483929686248;163.180448971689;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191448;SM01212_80;1;20/08/2020;SM01212;GLN;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:32;NA;NA;32;80;1300;NA;NA;marine;Pelagique;NA;-19.4495329912752;163.179820999503;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191015;SM01301;1;08/09/2020;SM01301;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;06:43;NA;NA;32;56;61;NA;NA;marine;Sommet;681;-25.021012024954;159.508982012048;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191089;SM01302;1;08/09/2020;SM01302;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:53;NA;NA;32;57;68;NA;NA;marine;Sommet;682;-25.0194939784706;159.524808973074;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191011;SM01303;1;08/09/2020;SM01303;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:46;NA;NA;32;61;67;NA;NA;marine;Sommet;685;-25.0323550030589;159.523711027578;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191098;SM01304;1;08/09/2020;SM01304;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:19;NA;NA;32;60;67;NA;NA;marine;Sommet;686;-25.0401429645717;159.534098971635;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191092;SM01305;1;08/09/2020;SM01305;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:15;NA;NA;32;50;61;NA;NA;marine;Sommet;684;-25.0287360325456;159.510215995833;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191080;SM01306;1;08/09/2020;SM01306;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:37;NA;NA;32;60;70;NA;NA;marine;Sommet;683;-25.0286160036922;159.496226012707;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191105;SM01307;1;08/09/2020;SM01307;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:50;NA;NA;32;61;68;NA;NA;marine;Sommet;687;-25.040429038927;159.503044020385;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191590;SM01308;1;09/09/2020;SM01308;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:04;NA;NA;32;51;60;NA;NA;marine;Sommet;688;-25.0532769877464;159.506719987839;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191013;SM01309;1;09/09/2020;SM01309;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:40;NA;NA;32;60;68;NA;NA;marine;Sommet;689;-25.0553899817169;159.523901967332;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191593;SM01310;1;09/09/2020;SM01310;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:16;NA;NA;32;60;68;NA;NA;marine;Sommet;690;-25.0435350369662;159.520808039233;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191100;SM01311_1000;1;09/09/2020;SM01311;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:06;NA;NA;32;1000;>1100;NA;NA;marine;Pelagique;NA;-25.0584789644927;159.402748011053;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191099;SM01311_150;1;09/09/2020;SM01311;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:21;NA;NA;32;150;>1100;NA;NA;marine;Pelagique;NA;-25.0687919743359;159.404904004186;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190990;SM01311_20;1;09/09/2020;SM01311;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:26;NA;NA;32;20;>1100;NA;NA;marine;Pelagique;NA;-25.0687919743359;159.404904004186;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191096;SM01311_250;1;09/09/2020;SM01311;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:31;NA;NA;32;250;>1100;NA;NA;marine;Pelagique;NA;-25.0490860361606;159.400498978794;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191103;SM01311_500;1;09/09/2020;SM01311;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:23;NA;NA;32;500;>1100;NA;NA;marine;Pelagique;NA;-25.0525119714439;159.401597008109;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191085;SM01311_80;1;09/09/2020;SM01311;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:24;NA;NA;32;80;>1100;NA;NA;marine;Pelagique;NA;-25.0687919743359;159.404904004186;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191014;SM01312_1000;1;09/09/2020;SM01312;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:44;NA;NA;32;1000;>1100;NA;NA;marine;Pelagique;NA;-25.0117090344429;159.411990987137;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191104;SM01312_150;1;09/09/2020;SM01312;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:40;NA;NA;32;150;>1100;NA;NA;marine;Pelagique;NA;-25.0078129582107;159.405660973862;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191081;SM01312_20;1;09/09/2020;SM01312;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:45;NA;NA;32;20;>1100;NA;NA;marine;Pelagique;NA;-25.0078129582107;159.405660973862;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191592;SM01312_250;1;09/09/2020;SM01312;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:05;NA;NA;32;250;>1100;NA;NA;marine;Pelagique;NA;-25.0082359928638;159.416355025023;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191012;SM01312_500;1;09/09/2020;SM01312;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:58;NA;NA;32;500;>1100;NA;NA;marine;Pelagique;NA;-25.0092500355095;159.41553896293;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191091;SM01312_80;1;09/09/2020;SM01312;Capel;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:43;NA;NA;32;80;>1100;NA;NA;marine;Pelagique;NA;-25.0078129582107;159.405660973862;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191005;SM01401;1;12/09/2020;SM01401;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:07;NA;NA;32;301;310;NA;NA;marine;Sommet;718;-23.0760690104216;159.479492967948;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191009;SM01402;1;12/09/2020;SM01402;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:16;NA;NA;32;298;312;NA;NA;marine;Sommet;717;-23.0817380268127;159.463602975011;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191991;SM01403;1;12/09/2020;SM01403;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:40;NA;NA;32;298;313;NA;NA;marine;Sommet;715;-23.0901859793812;159.457579990849;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191086;SM01404;1;12/09/2020;SM01404;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:17;NA;NA;32;292;304;NA;NA;marine;Sommet;714;-23.0953909736127;159.470301037654;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191008;SM01405;1;12/09/2020;SM01405;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:26;NA;NA;32;298;307;NA;NA;marine;Sommet;716;-23.0855770222843;159.476459976286;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191003;SM01406;1;12/09/2020;SM01406;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:18;NA;NA;32;300;309;NA;NA;marine;Sommet;713;-23.0993840284646;159.451139001176;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191010;SM01407;1;12/09/2020;SM01407;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:45;NA;NA;32;290;304;NA;NA;marine;Sommet;711;-23.1101499963552;159.449034975842;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191004;SM01408;1;12/09/2020;SM01408;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:04;NA;NA;32;287;300;NA;NA;marine;Sommet;709;-23.1207189895213;159.447111999616;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY190993;SM01409;1;12/09/2020;SM01409;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:33;NA;NA;32;297;301;NA;NA;marine;Sommet;712;-23.1056390237063;159.464663034305;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY190999;SM01410;1;12/09/2020;SM01410;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:52;NA;NA;32;290;299;NA;NA;marine;Sommet;710;-23.1160810310394;159.460753966123;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191097;SM01411_1000;1;13/09/2020;SM01411;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:14;NA;NA;32;1000;>1200;NA;NA;marine;Pelagique;NA;-23.042814983055;159.427164997905;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190997;SM01411_150;1;13/09/2020;SM01411;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:41;NA;NA;32;150;>1200;NA;NA;marine;Pelagique;NA;-23.0421020183712;159.428108967841;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190998;SM01411_20;1;13/09/2020;SM01411;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:46;NA;NA;32;20;>1200;NA;NA;marine;Pelagique;NA;-23.0421020183712;159.428108967841;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191007;SM01411_250;1;13/09/2020;SM01411;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:37;NA;NA;32;250;>1200;NA;NA;marine;Pelagique;NA;-23.0419259984046;159.427071036771;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191006;SM01411_500;1;13/09/2020;SM01411;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:30;NA;NA;32;500;>1200;NA;NA;marine;Pelagique;NA;-23.0419259984046;159.427071036771;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190996;SM01411_80;1;13/09/2020;SM01411;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:45;NA;NA;32;80;>1200;NA;NA;marine;Pelagique;NA;-23.0421020183712;159.428108967841;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191992;SM01412_1000;1;13/09/2020;SM01412;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:04;NA;NA;32;1000;>1200;NA;NA;marine;Pelagique;NA;-23.1061020400375;159.384078998119;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191002;SM01412_150;1;13/09/2020;SM01412;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:34;NA;NA;32;150;>1200;NA;NA;marine;Pelagique;NA;-23.1040250044316;159.38303402625;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190987;SM01412_20;1;13/09/2020;SM01412;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:07;NA;NA;32;20;>1200;NA;NA;marine;Pelagique;NA;-23.1040250044316;159.38303402625;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190989;SM01412_250;1;13/09/2020;SM01412;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:31;NA;NA;32;250;>1200;NA;NA;marine;Pelagique;NA;-23.1061820033938;159.382708976045;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190988;SM01412_500;1;13/09/2020;SM01412;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:20;NA;NA;32;500;>1200;NA;NA;marine;Pelagique;NA;-23.1053250376135;159.383885040879;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191001;SM01412_80;1;13/09/2020;SM01412;Argo;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:05;NA;NA;32;80;>1200;NA;NA;marine;Pelagique;NA;-23.1040250044316;159.38303402625;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191500;SM01601;1;23/09/2020;SM01601;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:49;NA;NA;32;62;65;NA;NA;marine;Sommet;756;-21.0385069716722;162.209757026285;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191502;SM01602;1;22/09/2020;SM01602;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:58;NA;NA;32;58;63;NA;NA;marine;Sommet;744;-21.0524100344628;162.300022998825;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191517;SM01603;1;23/09/2020;SM01603;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:17;NA;NA;32;63;66;NA;NA;marine;Sommet;755;-21.0497969761491;162.218983992934;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191487;SM01604;1;22/09/2020;SM01604;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:31;NA;NA;32;56;62;NA;NA;marine;Sommet;745;-21.0620270110667;162.288767024875;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191499;SM01605;1;23/09/2020;SM01605;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:42;NA;NA;32;60;66;NA;NA;marine;Sommet;754;-21.0394060146064;162.227230025455;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191488;SM01606;1;22/09/2020;SM01606;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:05;NA;NA;32;60;65;NA;NA;marine;Sommet;746;-21.0620610415936;162.288779010996;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191514;SM01607;1;23/09/2020;SM01607;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:58;NA;NA;32;64;67;NA;NA;marine;Sommet;753;-21.0408750269562;162.253708960488;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191482;SM01608;1;22/09/2020;SM01608;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:37;NA;NA;32;61;65;NA;NA;marine;Sommet;747;-21.0584610141814;162.241015993059;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191493;SM01609;1;22/09/2020;SM01609;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:24;NA;NA;32;60;66;NA;NA;marine;Sommet;743;-21.0480250418186;162.281692028046;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191515;SM01610;1;22/09/2020;SM01610;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:49;NA;NA;32;62;67;NA;NA;marine;Sommet;742;-21.0537050385028;162.262251963839;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191483;SM01611_1000;1;24/09/2020;SM01611;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;06:52;NA;NA;32;1000;>1200;NA;NA;marine;Pelagique;NA;-21.0951330140233;162.385852010921;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191507;SM01611_150;1;24/09/2020;SM01611;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:46;NA;NA;32;150;>1200;NA;NA;marine;Pelagique;NA;-21.0951520409435;162.386086033657;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191489;SM01611_20;1;24/09/2020;SM01611;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:52;NA;NA;32;20;>1200;NA;NA;marine;Pelagique;NA;-21.0951520409435;162.386086033657;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191478;SM01611_250;1;24/09/2020;SM01611;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:17;NA;NA;32;250;>1200;NA;NA;marine;Pelagique;NA;-21.0949139948934;162.385886963457;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191516;SM01611_500;1;24/09/2020;SM01611;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:09;NA;NA;32;500;>1200;NA;NA;marine;Pelagique;NA;-21.095023965463;162.386130038649;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191506;SM01611_80;1;24/09/2020;SM01611;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:50;NA;NA;32;80;>1200;NA;NA;marine;Pelagique;NA;-21.0951520409435;162.386086033657;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191496;SM01612_1000;1;24/09/2020;SM01612;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:52;NA;NA;32;1000;>1200;NA;NA;marine;Pelagique;NA;-21.0585089586675;162.430001003668;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191484;SM01612_150;1;24/09/2020;SM01612;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:03;NA;NA;32;150;>1200;NA;NA;marine;Pelagique;NA;-21.0581689886749;162.429834958166;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191479;SM01612_20;1;24/09/2020;SM01612;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:08;NA;NA;32;20;>1200;NA;NA;marine;Pelagique;NA;-21.0581689886749;162.429834958166;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191503;SM01612_250;1;24/09/2020;SM01612;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:16;NA;NA;32;250;>1200;NA;NA;marine;Pelagique;NA;-21.0605890117586;162.431155024096;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191505;SM01612_500;1;24/09/2020;SM01612;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:08;NA;NA;32;500;>1200;NA;NA;marine;Pelagique;NA;-21.0600079782307;162.430607015267;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191504;SM01612_80;1;24/09/2020;SM01612;Lansdowne;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:06;NA;NA;32;80;>1200;NA;NA;marine;Pelagique;NA;-21.0581689886749;162.429834958166;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191038;TR0010101;1;11/10/2019;NOUMEA_BAIE;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:25;08:50;25;32;14;17.1;NA;NA;marine;BAIE;LV02 98;-22.22650001;166.368821;LV02 99;166.36319;-22.22084499;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191033;TR0010102;2;11/10/2019;NOUMEA_BAIE;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:15;09:40;25;32;14;17.1;NA;NA;marine;BAIE;LV02 101;-22.21940196;166.369674;LV02 103;166.380983;-22.22200597;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191025;TR0010103;3;11/10/2019;NOUMEA_BAIE;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:20;10:40;20;32;14;17.1;NA;NA;marine;BAIE;LV02 105;-22.22150599;166.379831;LV02 106;166.373156;-22.21464498;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190484;TR0010201;1;08/10/2019;NOUMEA_LAGON;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:43;09:11;28;32;20;25.5;NA;NA;marine;LAGON;LV02 55;-22.29461798;166.366385;LV02 56;166.367271;-22.30279;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190479;TR0010202;2;08/10/2019;NOUMEA_LAGON;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:18;10:41;23;32;20;25.5;NA;NA;marine;LAGON;LV02 57;-22.29926499;166.36528;LV02 58;166.357262;-22.29268896;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
