code_spygen;code_explo;rep;date;station;site_name;province;country;project;sample_type;sample_method;time_start;time_end;duration_min;volume;depth_sampling;depth_seafloor;temperature;turbidity;habitat;habitat_type;gps_start;latitude_start;longitude_start;gps_end;latitude_end;longitude_end;filter;data_manager;gps_owner;comment
SPY190389;SM00101;1;06/04/2019;SM00101;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:14;NA;NA;32;138;143;NA;NA;marine;Sommet;NA;-22.1632167;166.0911167;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190521;SM00102;1;06/04/2019;SM00102;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:03;NA;NA;32;213;219;NA;NA;marine;Sommet;NA;-22.1493167;166.0713333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190476;SM00103;1;06/04/2019;SM00103;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:15;NA;NA;32;75;80;NA;NA;marine;Sommet;NA;-22.0399;165.95378;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190473;SM00104;1;06/04/2019;SM00104;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:00;NA;NA;32;210;214;NA;NA;marine;Sommet;NA;-22.13581;166.04781;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190529;SM00105;1;06/04/2019;SM00105;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:46;NA;NA;32;192;197;NA;NA;marine;Sommet;NA;-22.13098;166.03284;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190474;SM00106;1;06/04/2019;SM00106;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:35;NA;NA;32;170;175;NA;NA;marine;Sommet;NA;-22.12209;166.0147;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190400;SM00107;1;06/04/2019;SM00107;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:06;NA;NA;32;205;210;NA;NA;marine;Sommet;NA;-22.1;165.98333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190466;SM00108;1;06/04/2019;SM00108;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;17:26;NA;NA;32;143;149;NA;NA;marine;Sommet;NA;-22.08215;165.976;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190388;SM00109;1;06/04/2019;SM00109;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:05;NA;NA;32;117;122;NA;NA;marine;Sommet;NA;-22.0685;165.97032;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190414;SM00110;1;06/04/2019;SM00110;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:46;NA;NA;32;205;210;NA;NA;marine;Sommet;NA;-22.03333;165.95;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190492;SM00111-1000;1;05/04/2019;SM00111;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:25;NA;NA;32;1000;;NA;NA;marine;Pelagique;NA;-22.20294;165.92043;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190538;SM00111-150;1;05/04/2019;SM00111;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;NA;NA;NA;32;150;;NA;NA;marine;Pelagique;NA;-22.22655;165.93445;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190497;SM00111-20;1;05/04/2019;SM00111;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;NA;NA;NA;32;20;;NA;NA;marine;Pelagique;NA;-22.22655;165.93445;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190502;SM00111-250;1;05/04/2019;SM00111;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:25;NA;NA;32;250;;NA;NA;marine;Pelagique;NA;-22.20294;165.92043;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190392;SM00111-500;1;05/04/2019;SM00111;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:25;NA;NA;32;500;;NA;NA;marine;Pelagique;NA;-22.20294;165.92043;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190395;SM00111-80;1;05/04/2019;SM00111;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;NA;NA;NA;32;80;;NA;NA;marine;Pelagique;NA;-22.22655;165.93445;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190409;SM00112-1000;1;07/04/2019;SM00112;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:49;NA;NA;32;1000;1736;NA;NA;marine;Pelagique;NA;-22.1927;165.94017;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190416;SM00112-150;1;07/04/2019;SM00112;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:04;NA;NA;32;150;1770;NA;NA;marine;Pelagique;NA;-22.19775;165.93863;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190468;SM00112-20;1;07/04/2019;SM00112;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:04;NA;NA;32;20;1770;NA;NA;marine;Pelagique;NA;-22.19775;165.93863;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190477;SM00112-250;1;07/04/2019;SM00112;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:49;NA;NA;32;250;1736;NA;NA;marine;Pelagique;NA;-22.1927;165.94017;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190396;SM00112-500;1;07/04/2019;SM00112;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:49;NA;NA;32;500;1736;NA;NA;marine;Pelagique;NA;-22.1927;165.94017;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190512;SM00112-80;1;07/04/2019;SM00112;Noumea;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:04;NA;NA;32;80;1770;NA;NA;marine;Pelagique;NA;-22.19775;165.93863;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190524;SM00201;1;08/04/2019;SM00201;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:20;NA;NA;32;182;187;NA;NA;marine;Sommet;NA;-21.46667;165.03333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190413;SM00202;1;08/04/2019;SM00202;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:04;NA;NA;32;90;95;NA;NA;marine;Sommet;NA;-21.45483;165.04361;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190537;SM00203;1;08/04/2019;SM00203;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:41;NA;NA;32;170;175;NA;NA;marine;Sommet;NA;-21.44233;165.03484;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190399;SM00204;1;08/04/2019;SM00204;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:20;NA;NA;32;143;148;NA;NA;marine;Sommet;NA;-21.4381;165.02058;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190475;SM00205;1;08/04/2019;SM00205;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:57;NA;NA;32;155;160;NA;NA;marine;Sommet;NA;-21.44214;165.00621;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190467;SM00206;1;08/04/2019;SM00206;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:40;NA;NA;32;212;218;NA;NA;marine;Sommet;NA;-21.4406667;165.0345;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190478;SM00207;1;08/04/2019;SM00207;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:28;NA;NA;32;83;88;NA;NA;marine;Sommet;NA;-21.40673;164.92316;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190401;SM00208;1;08/04/2019;SM00208;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:06;NA;NA;32;169;174;NA;NA;marine;Sommet;NA;-21.39759;164.90327;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190520;SM00209;1;09/04/2019;SM00209;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:43;NA;NA;32;83;89;NA;NA;marine;Sommet;NA;-21.38347;164.88029;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190516;SM00210;1;09/04/2019;SM00210;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:27;NA;NA;32;95;100;NA;NA;marine;Sommet;NA;-21.37535;164.87529;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190460;SM00210Blanc1;1;09/04/2019;SM00210;NA;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;control;control;14:27;NA;NA;32;;;NA;NA;NA;NA;NA;-21.37535;164.87529;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190500;SM00210Blanc2;1;09/04/2019;SM00210;NA;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;control;control;14:27;NA;NA;32;;;NA;NA;NA;NA;NA;-21.37535;164.87529;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190515;SM00211-1000;1;09/04/2019;SM00211;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:38;NA;NA;32;1000;1087;NA;NA;marine;Pelagique;NA;-21.45376;164.9077;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190531;SM00211-150;1;09/04/2019;SM00211;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:40;NA;NA;32;150;1054;NA;NA;marine;Pelagique;NA;-21.45303;164.90916;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190507;SM00211-20;1;09/04/2019;SM00211;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:40;NA;NA;32;20;1054;NA;NA;marine;Pelagique;NA;-21.45303;164.90916;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190390;SM00211-250;1;09/04/2019;SM00211;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:38;NA;NA;32;250;1087;NA;NA;marine;Pelagique;NA;-21.45376;164.9077;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190463;SM00211-500;1;09/04/2019;SM00211;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:38;NA;NA;32;500;1087;NA;NA;marine;Pelagique;NA;-21.45376;164.9077;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190465;SM00211-80;1;09/04/2019;SM00211;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:40;NA;NA;32;80;1054;NA;NA;marine;Pelagique;NA;-21.45303;164.90916;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190472;SM00212-1000;1;09/04/2019;SM00212;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:07;NA;NA;32;1000;1800;NA;NA;marine;Pelagique;NA;-21.48473;164.88559;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190397;SM00212-150;1;09/04/2019;SM00212;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:00;NA;NA;32;150;1800;NA;NA;marine;Pelagique;NA;-21.48333;164.88333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190534;SM00212-20;1;09/04/2019;SM00212;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:00;NA;NA;32;20;1800;NA;NA;marine;Pelagique;NA;-21.48333;164.88333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190404;SM00212-250;1;09/04/2019;SM00212;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:07;NA;NA;32;250;1800;NA;NA;marine;Pelagique;NA;-21.48473;164.88559;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190535;SM00212-500;1;09/04/2019;SM00212;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:07;NA;NA;32;500;1800;NA;NA;marine;Pelagique;NA;-21.48473;164.88559;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190519;SM00212-80;1;09/04/2019;SM00212;Poya_Nepoui;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:00;NA;NA;32;80;1800;NA;NA;marine;Pelagique;NA;-21.48333;164.88333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190415;SM00301;1;17/04/2019;SM00301;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:33;NA;NA;32;50;54;NA;NA;marine;Sommet;NA;-23.3911667;168.065;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190517;SM00302;1;17/04/2019;SM00302;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:01;NA;NA;32;51;56;NA;NA;marine;Sommet;NA;-23.4006667;168.0506667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190394;SM00303;1;17/04/2019;SM00303;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:19;NA;NA;32;53;58;NA;NA;marine;Sommet;NA;-23.4105;168.0671667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190470;SM00304;1;17/04/2019;SM00304;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:03;NA;NA;32;65;70;NA;NA;marine;Sommet;NA;-23.42;168.0816667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190412;SM00305;1;17/04/2019;SM00305;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:41;NA;NA;32;53;58;NA;NA;marine;Sommet;NA;-23.4048333;168.0825;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182611;SM00306;1;05/06/2019;SM00306;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:20;NA;NA;32;53;60;NA;NA;marine;Sommet;NA;-23.4368166666667;168.082233333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191578;SM00307;1;05/06/2019;SM00307;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:08;NA;NA;32;55;59;NA;NA;marine;Sommet;NA;-23.4514666666667;168.069933333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191581;SM00308;1;05/06/2019;SM00308;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:20;NA;NA;32;62;66;NA;NA;marine;Sommet;NA;-23.4669;168.07849;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191580;SM00309;1;05/06/2019;SM00309;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:30;NA;NA;32;56,8;56.8;NA;NA;marine;Sommet;NA;-23.470375;168.098366666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191579;SM00310;1;05/06/2019;SM00310;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:42;NA;NA;32;60;66;NA;NA;marine;Sommet;NA;-23.4501333333333;168.092383333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190464;SM00311_1000;1;12/06/2019;SM00311;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:30;NA;NA;32;1000;1238;NA;NA;marine;Pelagique;NA;-23.4340333333333;168.17055;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190527;SM00311_150;1;12/06/2019;SM00311;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:30;NA;NA;32;150;1244;NA;NA;marine;Pelagique;NA;-23.4340166666667;168.17175;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190452;SM00311_20;1;12/06/2019;SM00311;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:35;NA;NA;32;20;1244;NA;NA;marine;Pelagique;NA;-23.4340166666667;168.17175;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190532;SM00311_250;1;12/06/2019;SM00311;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:49;NA;NA;32;250;1238;NA;NA;marine;Pelagique;NA;-23.4340333333333;168.17055;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190385;SM00311_500;1;12/06/2019;SM00311;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:42;NA;NA;32;500;1238;NA;NA;marine;Pelagique;NA;-23.4340333333333;168.17055;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190480;SM00311_80;1;12/06/2019;SM00311;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:33;NA;NA;32;80;1244;NA;NA;marine;Pelagique;NA;-23.4340166666667;168.17175;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190495;SM00312_1000;1;12/06/2019;SM00312;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:29;NA;NA;32;1000;1084;NA;NA;marine;Pelagique;NA;-23.5328;168.07045;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190493;SM00312_150;1;12/06/2019;SM00312;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:33;NA;NA;32;150;1080;NA;NA;marine;Pelagique;NA;-23.5324;168.070466666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190541;SM00312_20;1;12/06/2019;SM00312;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:37;NA;NA;32;20;1080;NA;NA;marine;Pelagique;NA;-23.5324;168.070466666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190523;SM00312_250;1;12/06/2019;SM00312;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:47;NA;NA;32;250;1100;NA;NA;marine;Pelagique;NA;-23.5328;168.07045;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190488;SM00312_500;1;12/06/2019;SM00312;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:41;NA;NA;32;500;1097;NA;NA;marine;Pelagique;NA;-23.5328;168.07045;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190483;SM00312_80;1;12/06/2019;SM00312;Antigonia;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:35;NA;NA;32;80;1080;NA;NA;marine;Pelagique;NA;-23.5324;168.070466666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190402;SM00312_blanc;1;12/06/2019;SM00312;NA;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;control;control;NA;NA;NA;32;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182043;SM00401;1;08/06/2019;SM00401;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:57;NA;NA;32;480;484;NA;NA;marine;Sommet;NA;-22.3744;167.40445;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182605;SM00402;1;08/06/2019;SM00402;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:55;NA;NA;32;480;486;NA;NA;marine;Sommet;NA;-22.3808666666667;167.3998;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190544;SM00403;1;08/06/2019;SM00403;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:00;NA;NA;32;483;488;NA;NA;marine;Sommet;NA;-22.3847833333333;167.394966666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191599;SM00404;1;07/06/2019;SM00404;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:22;NA;NA;32;480;485;NA;NA;marine;Sommet;NA;-22.3901166666667;167.395166666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191596;SM00405;1;07/06/2019;SM00405;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:22;NA;NA;32;480;484;NA;NA;marine;Sommet;NA;-22.39565;167.40425;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191598;SM00406;1;07/06/2019;SM00406;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:25;NA;NA;32;465;471;NA;NA;marine;Sommet;NA;-22.3912;167.411583333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182042;SM00407;1;07/06/2019;SM00407;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:50;NA;NA;32;465;469;NA;NA;marine;Sommet;NA;-22.3854666666667;167.414816666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191594;SM00408;1;08/06/2019;SM00408;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:44;NA;NA;32;471;477;NA;NA;marine;Sommet;NA;-22.37795;167.410866666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182041;SM00409;1;07/06/2019;SM00409;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:12;NA;NA;32;475;481;NA;NA;marine;Sommet;NA;-22.386925;167.401833333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190548;SM00410;1;07/06/2019;SM00410;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:00;NA;NA;32;475;479;NA;NA;marine;Sommet;NA;-22.38155;167.4081667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190543;SM00411_1000;1;08/06/2019;SM00411;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:04;NA;NA;32;1000;1272;NA;NA;marine;Pelagique;NA;-22.35645;167.447433333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182607;SM00411_150;1;08/06/2019;SM00411;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:52;NA;NA;32;150;1262;NA;NA;marine;Pelagique;NA;-22.3566833333333;167.448216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182608;SM00411_20;1;08/06/2019;SM00411;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:58;NA;NA;32;20;1262;NA;NA;marine;Pelagique;NA;-22.3566833333333;167.448216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191595;SM00411_250;1;08/06/2019;SM00411;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:25;NA;NA;32;250;1262;NA;NA;marine;Pelagique;NA;-22.35645;167.447433333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191597;SM00411_500;1;08/06/2019;SM00411;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:19;NA;NA;32;500;1272;NA;NA;marine;Pelagique;NA;-22.35645;167.447433333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190547;SM00411_80;1;08/06/2019;SM00411;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:56;NA;NA;32;80;1262;NA;NA;marine;Pelagique;NA;-22.3566833333333;167.448216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190485;SM00412_1000;1;08/06/2019;SM00412;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:01;NA;NA;32;1000;1244;NA;NA;marine;Pelagique;NA;-22.3125166666667;167.448216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182606;SM00412_150;1;08/06/2019;SM00412;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:18;NA;NA;32;150;1233;NA;NA;marine;Pelagique;NA;-22.3132666666667;167.443816666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190513;SM00412_20;1;08/06/2019;SM00412;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:23;NA;NA;32;20;1230;NA;NA;marine;Pelagique;NA;-22.3132666666667;167.443816666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190546;SM00412_250;1;08/06/2019;SM00412;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:20;NA;NA;32;250;1232;NA;NA;marine;Pelagique;NA;-22.3125166666667;167.448216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190539;SM00412_500;1;08/06/2019;SM00412;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:13;NA;NA;32;500;1235;NA;NA;marine;Pelagique;NA;-22.3125166666667;167.448216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190542;SM00412_80;1;08/06/2019;SM00412;Mont_Ile_Des_Pins;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:21;NA;NA;32;80;1233;NA;NA;marine;Pelagique;NA;-22.3132666666667;167.443816666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY182609;SM00412_blanc;1;08/06/2019;SM00412;NA;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;control;control;NA;NA;NA;32;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
